"","Loop","fWAR","WAR_1","WAR_2","WAR_3"
"313",313,0.0710649668601781,1.1102961234154,0.132476349232179,0.130845998046613
"314",314,0.281681307376299,0.32375985360467,0.28597191488089,0.285742925110523
"315",315,0.445278503120475,0.456881630111047,0.450910579096421,0.450494645432944
"316",316,0.151146085020819,0.338347423806989,0.213000214953449,0.2126074245947
"317",317,0.253484267944121,0.387666342919384,0.297476099133416,0.297005121580434
"318",318,0.266634127700047,0.983076650218949,0.251672509532461,0.244942682922637
"319",319,0.169148375034854,0.583527748102077,0.179423651397753,0.178584558627454
"320",320,0.354968592491637,0.384834234367343,0.321104668843204,0.320784025067229
"321",321,0.336770591620242,0.382567290287423,0.362387765260059,0.362163087529962
"322",322,0.260586029084998,0.328759737337833,0.310748827067188,0.3105345318044
"323",323,0.130070229213538,0.559704854389263,0.221712526379729,0.220849819973159
"324",324,0.187858025860198,0.468646472427857,0.239841791071242,0.239248254751044
"325",325,0.166411811332518,1.11417990015605,0.0674036557964035,0.0653766016032636
"326",326,0.306551400734626,0.451067462768233,0.355719895309649,0.355500379131557
"327",327,0.262212983031574,0.245594095410007,0.283758943840353,0.283693302907036
"328",328,0.273129579527603,0.313825214814497,0.30305649392924,0.302918402077664
"329",329,0.309792781436644,0.202877056049227,0.396590458823239,0.396467970060691
"330",330,0.168390841419766,0.214458053883063,0.199250243397285,0.199229904536697
"331",331,0.349806586296515,0.290879492069977,0.436330038996499,0.435607571292316
"332",332,0.247625737198204,0.282361838599004,0.274545791909668,0.274316478408004
"333",333,0.070742572064148,1.02468582774493,0.276046405536567,0.270365784442181
"334",334,0.304334617297842,0.551991999544661,0.331350971473923,0.330264693083727
"335",335,0.277376054296613,0.325053717598708,0.305869953298731,0.305720756439153
"336",336,0.187847069928985,0.316008089583221,0.233359988631481,0.233303389101207
"337",337,0.247072123295047,0.604542825342202,0.222391735874679,0.221633460868086
"338",338,0.276897238830052,0.427048443978698,0.31315879598108,0.312873664397042
"339",339,0.0177587440436551,0.736124520972584,0.260850104418571,0.257371835551876
"340",340,0.249953618904814,1.16828151911203,0.127840846112249,0.121828211179146
